index,answer,t0,t1,webm_url,video_id
191,add canvas to one side of animage,194.03,232.629999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/53afaee0-fd40-43fd-84c1-84c572b2e164/4bd2ba73-3017-426d-8fd4-61f8ade7f350_20170727010905.1280x720at2400_vp8.webm,19164
192,open image size menu,14.25,31.1,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/71ee9e7f-9ce1-47c7-bee2-b085677363c7/020c38ac-2cb4-4bf0-a817-76410479fd8c_20170727010933.1280x720at2400_vp8.webm,19165
193,change image resolution in image size menu,158.98,221.71,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/71ee9e7f-9ce1-47c7-bee2-b085677363c7/020c38ac-2cb4-4bf0-a817-76410479fd8c_20170727010933.1280x720at2400_vp8.webm,19165
194,see the size of an image,8.88,50.09,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/0f96bb5e-2081-4b85-a530-2a574cbc1e14/fb9b44d3-05e1-4d0e-8dfe-fa6c14a46246_20170727010943.1280x720at2400_vp8.webm,19166
195,preserve the original proportion of width to height,92.77,117.57,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/0f96bb5e-2081-4b85-a530-2a574cbc1e14/fb9b44d3-05e1-4d0e-8dfe-fa6c14a46246_20170727010943.1280x720at2400_vp8.webm,19166
196,resample image and change units,124.18,166.57,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/0f96bb5e-2081-4b85-a530-2a574cbc1e14/fb9b44d3-05e1-4d0e-8dfe-fa6c14a46246_20170727010943.1280x720at2400_vp8.webm,19166
197,resize an image,168.65,231.869999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/0f96bb5e-2081-4b85-a530-2a574cbc1e14/fb9b44d3-05e1-4d0e-8dfe-fa6c14a46246_20170727010943.1280x720at2400_vp8.webm,19166
198,save a new version of a file,248.799999,281.12,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/0f96bb5e-2081-4b85-a530-2a574cbc1e14/fb9b44d3-05e1-4d0e-8dfe-fa6c14a46246_20170727010943.1280x720at2400_vp8.webm,19166
199,crop an image,15.48,37.17,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/227f4714-d7c9-4503-ad70-038b72b2f82b/ee72eb91-b9cf-4299-988c-d9ca02076285_20170727010941.1280x720at2400_vp8.webm,19167
200,keep the cropped away pixels,57.26,92.92,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/227f4714-d7c9-4503-ad70-038b72b2f82b/ee72eb91-b9cf-4299-988c-d9ca02076285_20170727010941.1280x720at2400_vp8.webm,19167
201,change the crop of an image,102.96,132.04,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/227f4714-d7c9-4503-ad70-038b72b2f82b/ee72eb91-b9cf-4299-988c-d9ca02076285_20170727010941.1280x720at2400_vp8.webm,19167
202,improve the composition of an image,132.68,167.39,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/227f4714-d7c9-4503-ad70-038b72b2f82b/ee72eb91-b9cf-4299-988c-d9ca02076285_20170727010941.1280x720at2400_vp8.webm,19167
203,straighten an image manually,175.46,194.07,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/227f4714-d7c9-4503-ad70-038b72b2f82b/ee72eb91-b9cf-4299-988c-d9ca02076285_20170727010941.1280x720at2400_vp8.webm,19167
204,straighten an image automatically,194.86,233.809999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/227f4714-d7c9-4503-ad70-038b72b2f82b/ee72eb91-b9cf-4299-988c-d9ca02076285_20170727010941.1280x720at2400_vp8.webm,19167
205,unlock a background layer,92.3,137.51,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/696245e0-aaad-42df-b48f-8b44b1f5211a/22729011-a533-48a4-a7a2-0b5f86d4eedd_20170727011751.1280x720at2400_vp8.webm,19168
206,make a background layer,154.07,206.69,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/696245e0-aaad-42df-b48f-8b44b1f5211a/22729011-a533-48a4-a7a2-0b5f86d4eedd_20170727011751.1280x720at2400_vp8.webm,19168
207,place embedded to add an image to a layer,31.37,75.18,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/d3ad6ab6-a139-4d07-82a5-aab8e3603d1f/cbc4aab3-0666-4cb4-a250-bf73826c1ed3_20170727011812.1280x720at2400_vp8.webm,19169
208,scale photo down proportionately,96.19,131.3,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/d3ad6ab6-a139-4d07-82a5-aab8e3603d1f/cbc4aab3-0666-4cb4-a250-bf73826c1ed3_20170727011812.1280x720at2400_vp8.webm,19169
209,modify added photo,159.83,205.78,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/d3ad6ab6-a139-4d07-82a5-aab8e3603d1f/cbc4aab3-0666-4cb4-a250-bf73826c1ed3_20170727011812.1280x720at2400_vp8.webm,19169
210,edit a smart object,216.690001,250.67,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/d3ad6ab6-a139-4d07-82a5-aab8e3603d1f/cbc4aab3-0666-4cb4-a250-bf73826c1ed3_20170727011812.1280x720at2400_vp8.webm,19169
211,change order of layers,38.92,75.51,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/01a575ae-f8b7-486c-987b-bcb4f2f4e57d/3868e305-c73c-4931-82a0-5e46f5eb41e5_20170727011800.1280x720at2400_vp8.webm,19170
212,create a new layer,80.16,114.25,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/01a575ae-f8b7-486c-987b-bcb4f2f4e57d/3868e305-c73c-4931-82a0-5e46f5eb41e5_20170727011800.1280x720at2400_vp8.webm,19170
213,rename a layer,147.83,159.8,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/01a575ae-f8b7-486c-987b-bcb4f2f4e57d/3868e305-c73c-4931-82a0-5e46f5eb41e5_20170727011800.1280x720at2400_vp8.webm,19170
214,add color to a layer,160.73,198.23,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/01a575ae-f8b7-486c-987b-bcb4f2f4e57d/3868e305-c73c-4931-82a0-5e46f5eb41e5_20170727011800.1280x720at2400_vp8.webm,19170
215,blend two layers together,207.73,236.7,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/01a575ae-f8b7-486c-987b-bcb4f2f4e57d/3868e305-c73c-4931-82a0-5e46f5eb41e5_20170727011800.1280x720at2400_vp8.webm,19170
216,delete layer,237.47,258.69,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/01a575ae-f8b7-486c-987b-bcb4f2f4e57d/3868e305-c73c-4931-82a0-5e46f5eb41e5_20170727011800.1280x720at2400_vp8.webm,19170
217,resize the content of one layer,19.62,92.64,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/f9e2fae4-ee0f-47f8-9b2d-3565a62649e4/6784dbd8-b6b0-4d2b-816b-b0e0d6e4d225_20170727011651.1280x720at2400_vp8.webm,19171
218,resize the content of multiple layers,106.82,159.919999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/f9e2fae4-ee0f-47f8-9b2d-3565a62649e4/6784dbd8-b6b0-4d2b-816b-b0e0d6e4d225_20170727011651.1280x720at2400_vp8.webm,19171
219,toggle the visibility of layers,45.88,67.76,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/f810fc5b-2b04-4e23-8fa4-5c532e7de6f8/e268fe4d-e5c7-415c-9f5c-d34d024b14d8_20170727011753.1280x720at2400_vp8.webm,19172
220,toggle all layers except one,77.28,117.459999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/f810fc5b-2b04-4e23-8fa4-5c532e7de6f8/e268fe4d-e5c7-415c-9f5c-d34d024b14d8_20170727011753.1280x720at2400_vp8.webm,19172
221,edit a small part of a photo,156.139999,199.77,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/f810fc5b-2b04-4e23-8fa4-5c532e7de6f8/e268fe4d-e5c7-415c-9f5c-d34d024b14d8_20170727011753.1280x720at2400_vp8.webm,19172
222,edit multiple layers,200.07,227.62,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/f810fc5b-2b04-4e23-8fa4-5c532e7de6f8/e268fe4d-e5c7-415c-9f5c-d34d024b14d8_20170727011753.1280x720at2400_vp8.webm,19172
223,automatically select a layer,228.33,273.1,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/f810fc5b-2b04-4e23-8fa4-5c532e7de6f8/e268fe4d-e5c7-415c-9f5c-d34d024b14d8_20170727011753.1280x720at2400_vp8.webm,19172
224,add an adjustment layer,16,61.55,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/462770cb-2a4e-412a-935c-05c56d74a29f/0025335a-4f89-4996-ad66-8829a2dd0273_20170727035059.1280x720at2400_vp8.webm,19192
225,edit adjustment layer,89.08,119.4,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/462770cb-2a4e-412a-935c-05c56d74a29f/0025335a-4f89-4996-ad66-8829a2dd0273_20170727035059.1280x720at2400_vp8.webm,19192
226,make image brighter or darker,112.18,127.72,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/462770cb-2a4e-412a-935c-05c56d74a29f/0025335a-4f89-4996-ad66-8829a2dd0273_20170727035059.1280x720at2400_vp8.webm,19192
227,access adjustment layer,138.73,191.94,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/462770cb-2a4e-412a-935c-05c56d74a29f/0025335a-4f89-4996-ad66-8829a2dd0273_20170727035059.1280x720at2400_vp8.webm,19192
228,change order of adjustment layer,195.7,232.869999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/462770cb-2a4e-412a-935c-05c56d74a29f/0025335a-4f89-4996-ad66-8829a2dd0273_20170727035059.1280x720at2400_vp8.webm,19192
229,adjust the vibrance,41.31,118.13,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/9e1986e9-6b5a-4099-ae20-4965ebd71d3e/e9b01d42-8a7f-4405-8229-9aab46beca63_20170727035012.1280x720at2400_vp8.webm,19193
230,adjust the hue and saturation,25.29,70.11,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/2206465a-14b2-4e50-8a60-97a3f10ec5da/8d782716-8057-4a3b-bf38-5eac47edc65e_20170727035249.1280x720at2400_vp8.webm,19194
231,mute all the colors,71.35,79.17,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/2206465a-14b2-4e50-8a60-97a3f10ec5da/8d782716-8057-4a3b-bf38-5eac47edc65e_20170727035249.1280x720at2400_vp8.webm,19194
232,make all colors lighter or darker,79.64,88.25,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/2206465a-14b2-4e50-8a60-97a3f10ec5da/8d782716-8057-4a3b-bf38-5eac47edc65e_20170727035249.1280x720at2400_vp8.webm,19194
233,adjust individual colors of an image,96.28,159.42,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/2206465a-14b2-4e50-8a60-97a3f10ec5da/8d782716-8057-4a3b-bf38-5eac47edc65e_20170727035249.1280x720at2400_vp8.webm,19194
234,adjust alternative color of an image,176.23,216.91,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/2206465a-14b2-4e50-8a60-97a3f10ec5da/8d782716-8057-4a3b-bf38-5eac47edc65e_20170727035249.1280x720at2400_vp8.webm,19194
235,increase intensity of a certain color,217.52,244.38,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/2206465a-14b2-4e50-8a60-97a3f10ec5da/8d782716-8057-4a3b-bf38-5eac47edc65e_20170727035249.1280x720at2400_vp8.webm,19194
236,auto brightness,29.679999,64.18,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/07f7eaaf-08c0-46e1-b935-68fbadabb94a/f69cda0d-ead3-4250-b9cf-97a66ad4ff75_20170727035149.1280x720at2400_vp8.webm,19195
237,adjust brightness manually,64.469999,105.37,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/07f7eaaf-08c0-46e1-b935-68fbadabb94a/f69cda0d-ead3-4250-b9cf-97a66ad4ff75_20170727035149.1280x720at2400_vp8.webm,19195
238,change contrast of an image,105.92,148.49,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/07f7eaaf-08c0-46e1-b935-68fbadabb94a/f69cda0d-ead3-4250-b9cf-97a66ad4ff75_20170727035149.1280x720at2400_vp8.webm,19195
239,see before and after look,165.57,192.65,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/07f7eaaf-08c0-46e1-b935-68fbadabb94a/f69cda0d-ead3-4250-b9cf-97a66ad4ff75_20170727035149.1280x720at2400_vp8.webm,19195
240,quick selection tool,22.3,55.73,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/e804b863-aff6-465b-893a-470d4f5b71f3/503b50b8-f90d-47d5-8df6-0ec6c17cf6bd_20170727040038.1280x720at2400_vp8.webm,19196
241,add to selection,58.41,100.67,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/e804b863-aff6-465b-893a-470d4f5b71f3/503b50b8-f90d-47d5-8df6-0ec6c17cf6bd_20170727040038.1280x720at2400_vp8.webm,19196
242,quick seleciton shortcut,101.679999,137.11,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/e804b863-aff6-465b-893a-470d4f5b71f3/503b50b8-f90d-47d5-8df6-0ec6c17cf6bd_20170727040038.1280x720at2400_vp8.webm,19196
243,use lasso tool,146.91,197.039999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/e804b863-aff6-465b-893a-470d4f5b71f3/503b50b8-f90d-47d5-8df6-0ec6c17cf6bd_20170727040038.1280x720at2400_vp8.webm,19196
244,subtract from selection,215.24,233.519999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/e804b863-aff6-465b-893a-470d4f5b71f3/503b50b8-f90d-47d5-8df6-0ec6c17cf6bd_20170727040038.1280x720at2400_vp8.webm,19196
245,apply an adjustment,234.35,255.23,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/e804b863-aff6-465b-893a-470d4f5b71f3/503b50b8-f90d-47d5-8df6-0ec6c17cf6bd_20170727040038.1280x720at2400_vp8.webm,19196
246,fine-tune an image,15.299999,75.76,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/44ead693-2519-43fd-8e6b-58a8bd4e1c7e/9cee9eab-e528-49a7-84ec-e8e897c58fb2_20170727040048.1280x720at2400_vp8.webm,19197
247,select and mask workspace,75.97,116.37,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/44ead693-2519-43fd-8e6b-58a8bd4e1c7e/9cee9eab-e528-49a7-84ec-e8e897c58fb2_20170727040048.1280x720at2400_vp8.webm,19197
248,abbreviated tools panel,127.45,149.59,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/44ead693-2519-43fd-8e6b-58a8bd4e1c7e/9cee9eab-e528-49a7-84ec-e8e897c58fb2_20170727040048.1280x720at2400_vp8.webm,19197
249,brush tool,150.08,184.32,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/44ead693-2519-43fd-8e6b-58a8bd4e1c7e/9cee9eab-e528-49a7-84ec-e8e897c58fb2_20170727040048.1280x720at2400_vp8.webm,19197
250,output settings,216.41,260.2,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/44ead693-2519-43fd-8e6b-58a8bd4e1c7e/9cee9eab-e528-49a7-84ec-e8e897c58fb2_20170727040048.1280x720at2400_vp8.webm,19197
251,add a brightness/contrast adjustment,266.45,286.43,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/44ead693-2519-43fd-8e6b-58a8bd4e1c7e/9cee9eab-e528-49a7-84ec-e8e897c58fb2_20170727040048.1280x720at2400_vp8.webm,19197
252,rectangular marquee tool,39.66,79.16,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/df213301-dc85-43f3-9526-c4e25a162d74/79f0687c-cf12-4bfb-aad7-b747c61ff346_20170727040031.1280x720at2400_vp8.webm,19198
253,adding to and subtract from a selection,79.26,141.52,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/df213301-dc85-43f3-9526-c4e25a162d74/79f0687c-cf12-4bfb-aad7-b747c61ff346_20170727040031.1280x720at2400_vp8.webm,19198
254,use brightness/contrast adjustment on a selection,156.3,186.07,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/df213301-dc85-43f3-9526-c4e25a162d74/79f0687c-cf12-4bfb-aad7-b747c61ff346_20170727040031.1280x720at2400_vp8.webm,19198
255,adjust everything except the selection,186.17,217.54,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/df213301-dc85-43f3-9526-c4e25a162d74/79f0687c-cf12-4bfb-aad7-b747c61ff346_20170727040031.1280x720at2400_vp8.webm,19198
256,remove a large object,7.71,76.6,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/2ccff4a2-a854-49da-bafc-fc85a7a4f527/0dddb11b-0006-404b-a2a6-589e13994de6_20170727051957.1280x720at2400_vp8.webm,19199
257,remove blurry areas,105.559999,170.42,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/2ccff4a2-a854-49da-bafc-fc85a7a4f527/0dddb11b-0006-404b-a2a6-589e13994de6_20170727051957.1280x720at2400_vp8.webm,19199
258,increase brush size,31.49,49.159999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/95b30d65-cb1c-418e-99ec-0979d33ba6d1/f198408f-50e3-4d7f-ae2a-4197d8dc3196_20170727040830.1280x720at2400_vp8.webm,19200
259,clone stamp tool,53.74,104.799999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/95b30d65-cb1c-418e-99ec-0979d33ba6d1/f198408f-50e3-4d7f-ae2a-4197d8dc3196_20170727040830.1280x720at2400_vp8.webm,19200
260,copy object to clone,123.21,135.87,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/95b30d65-cb1c-418e-99ec-0979d33ba6d1/f198408f-50e3-4d7f-ae2a-4197d8dc3196_20170727040830.1280x720at2400_vp8.webm,19200
261,avoid repeating a pattern,169.18,199.94,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/95b30d65-cb1c-418e-99ec-0979d33ba6d1/f198408f-50e3-4d7f-ae2a-4197d8dc3196_20170727040830.1280x720at2400_vp8.webm,19200
262,remove small objects,48.55,88.04,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/35107ad0-4e18-4f43-81e2-2c3efa51b08d/64e34a51-8979-4c48-8ab3-5bb0e6951a84_20170727043715.1280x720at2400_vp8.webm,19201
263,change brush size,101.57,144.349999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/35107ad0-4e18-4f43-81e2-2c3efa51b08d/64e34a51-8979-4c48-8ab3-5bb0e6951a84_20170727043715.1280x720at2400_vp8.webm,19201
264,remove irregular areas,145,173.83,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/35107ad0-4e18-4f43-81e2-2c3efa51b08d/64e34a51-8979-4c48-8ab3-5bb0e6951a84_20170727043715.1280x720at2400_vp8.webm,19201
265,save your work,192.05,210.189999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/35107ad0-4e18-4f43-81e2-2c3efa51b08d/64e34a51-8979-4c48-8ab3-5bb0e6951a84_20170727043715.1280x720at2400_vp8.webm,19201
266,use eyedropper tool to set foreground color,26.42,49.79,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/ae603508-198c-4290-bcf8-0e3a28f28056/00279c31-b76e-4476-88bc-2c50309baea9_20170727061648.1280x720at2400_vp8.webm,19204
267,use of background color,51.02,84.04,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/ae603508-198c-4290-bcf8-0e3a28f28056/00279c31-b76e-4476-88bc-2c50309baea9_20170727061648.1280x720at2400_vp8.webm,19204
268,switch between foreground and background colors,98.92,118.62,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/ae603508-198c-4290-bcf8-0e3a28f28056/00279c31-b76e-4476-88bc-2c50309baea9_20170727061648.1280x720at2400_vp8.webm,19204
269,brush pickers,37.92,83.32,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/805b1f39-fef7-4a1c-8fc1-ae9317e96abe/e351d2b9-e56c-4196-803d-5c0e3f184115_20170727061838.1280x720at2400_vp8.webm,19205
270,change brush size,97.68,142.04,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/805b1f39-fef7-4a1c-8fc1-ae9317e96abe/e351d2b9-e56c-4196-803d-5c0e3f184115_20170727061838.1280x720at2400_vp8.webm,19205
271,blend mode,165.91,210.88,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/805b1f39-fef7-4a1c-8fc1-ae9317e96abe/e351d2b9-e56c-4196-803d-5c0e3f184115_20170727061838.1280x720at2400_vp8.webm,19205
272,paint over a selection,233.41,262.93,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/805b1f39-fef7-4a1c-8fc1-ae9317e96abe/e351d2b9-e56c-4196-803d-5c0e3f184115_20170727061838.1280x720at2400_vp8.webm,19205
273,use the color picker,17.85,41.6,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/134c6145-26e9-4a6d-b1d2-dce9718cb0cb/baed3747-e9d9-4b14-af73-d8432b3c15dc_20170727061740.1280x720at2400_vp8.webm,19206
274,adjust saturation and brightness,47.73,82.87,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/134c6145-26e9-4a6d-b1d2-dce9718cb0cb/baed3747-e9d9-4b14-af73-d8432b3c15dc_20170727061740.1280x720at2400_vp8.webm,19206
275,swatches panel,114.4,151.89,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/134c6145-26e9-4a6d-b1d2-dce9718cb0cb/baed3747-e9d9-4b14-af73-d8432b3c15dc_20170727061740.1280x720at2400_vp8.webm,19206
276,color panel,152.9,192.089999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/134c6145-26e9-4a6d-b1d2-dce9718cb0cb/baed3747-e9d9-4b14-af73-d8432b3c15dc_20170727061740.1280x720at2400_vp8.webm,19206
277,create text,29.38,55.03,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/3faf5155-3af6-4a5e-94be-a32cff840c56/eec7ce44-7bf6-4b3a-ba43-75704f2eb2cb_20170727063002.1280x720at2400_vp8.webm,19207
278,edit font,68.49,108.99,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/3faf5155-3af6-4a5e-94be-a32cff840c56/eec7ce44-7bf6-4b3a-ba43-75704f2eb2cb_20170727063002.1280x720at2400_vp8.webm,19207
279,add text,122.21,144.13,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/3faf5155-3af6-4a5e-94be-a32cff840c56/eec7ce44-7bf6-4b3a-ba43-75704f2eb2cb_20170727063002.1280x720at2400_vp8.webm,19207
280,move text,146.29,154.72,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/3faf5155-3af6-4a5e-94be-a32cff840c56/eec7ce44-7bf6-4b3a-ba43-75704f2eb2cb_20170727063002.1280x720at2400_vp8.webm,19207
281,re-editable type layer,156.05,199.75,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/3faf5155-3af6-4a5e-94be-a32cff840c56/eec7ce44-7bf6-4b3a-ba43-75704f2eb2cb_20170727063002.1280x720at2400_vp8.webm,19207
282,change options for type layer,200.16,247.209999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/3faf5155-3af6-4a5e-94be-a32cff840c56/eec7ce44-7bf6-4b3a-ba43-75704f2eb2cb_20170727063002.1280x720at2400_vp8.webm,19207
283,rounded rectangle tool,30.05,52.839999,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/c4ac6b7d-8c83-4626-a8ee-ccfc74fc1130/43327840-1669-460c-9253-b189697614cb_20170727063233.1280x720at2400_vp8.webm,19208
284,smooth-edged objects layer,52.939999,85.01,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/c4ac6b7d-8c83-4626-a8ee-ccfc74fc1130/43327840-1669-460c-9253-b189697614cb_20170727063233.1280x720at2400_vp8.webm,19208
285,change size of shape,108.52,142.25,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/c4ac6b7d-8c83-4626-a8ee-ccfc74fc1130/43327840-1669-460c-9253-b189697614cb_20170727063233.1280x720at2400_vp8.webm,19208
